READING_MEANING_MEANING_POL,trzcina cukrowa,,,,,
END,蔗,,,,,
,,,,,,
,,,,,,
BEGIN,蜴,3047,,,,
CODE_POINT,ucs,8734,,,,
CODE_POINT,jis208,1-73-78,,,,
RADICAL,classical,142,,,,
MISC,-,14,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,4152,,
DICTIONARY_NUMBER,nelson_n,-,-,5335,,
DICTIONARY_NUMBER,moro,10,0051,33190,,
QUERY_CODE,skip,-,1-6-8,,,
QUERY_CODE,sh_desc,-,6d8.6,,,
QUERY_CODE,four_corner,-,5612.7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,エキ,,,,,
READING_MEANING_MEANING_ENG,lizard,,,,,
READING_MEANING_MEANING_POL,jaszczurka,,,,,
END,蜴,,,,,
,,,,,,
,,,,,,
BEGIN,蒡,3296,,,,
CODE_POINT,ucs,84a1,,,,
CODE_POINT,jis208,1-72-80,,,,
RADICAL,classical,140,,,,
MISC,-,"13
14",,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,4011,,
DICTIONARY_NUMBER,nelson_n,-,-,5145,,
DICTIONARY_NUMBER,moro,9,0822,31572X,,
QUERY_CODE,skip,-,2-3-10,,,
QUERY_CODE,sh_desc,-,3k10.26,,,
QUERY_CODE,four_corner,-,4422.7,,,
QUERY_CODE,skip,stroke_diff,2-4-10,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ボウ
ホウ",,,,,
READING_MEANING_MEANING_ENG,burdock,,,,,
READING_MEANING_MEANING_POL,łopian,rodzaj roślin należący do rodziny astrowatych,,,,
END,蒡,,,,,
,,,,,,
,,,,,,
BEGIN,捸,7822,,,,
CODE_POINT,ucs,6378,,,,
CODE_POINT,jis212,1-32-01,,,,
RADICAL,classical,64,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,12217,,
QUERY_CODE,skip,-,1-3-8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"トツ
トチ",なめ.らか,,,,
END,捸,,,,,
,,,,,,
,,,,,,
BEGIN,龜,3251,,,,
CODE_POINT,ucs,9f9c,,,,
CODE_POINT,jis208,1-83-93,,,,
RADICAL,classical,213,,,,
MISC,-,"18
16","jis208|1-21-21
njecd|2147
nelson_c|5445",-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_n,-,-,7106,,
DICTIONARY_NUMBER,halpern_njecd,-,-,2150,,
DICTIONARY_NUMBER,halpern_kkd,-,-,2667,,
DICTIONARY_NUMBER,oneill_names,-,-,2598A,,
DICTIONARY_NUMBER,moro,12,1151,48847,,
QUERY_CODE,skip,-,2-2-16,,,
QUERY_CODE,sh_desc,-,2n9.1,,,
QUERY_CODE,four_corner,-,2711.7,,,
QUERY_CODE,skip,posn,4-18-4,,,
READING_MEANING_NANONI,ひさし,,,,,
READING_MEANING_READING,"キ
キュウ
キン",かめ,,,,
READING_MEANING_MEANING_ENG,"turtle
tortoise",,,,,
READING_MEANING_MEANING_POL,żółw,,,,,
END,龜,,,,,
,,,,,,
,,,,,,
BEGIN,睆,8156,,,,
CODE_POINT,ucs,7746,,,,
CODE_POINT,jis212,1-46-82,,,,
CODE_POINT,jis213,1-88-82,,,,
RADICAL,classical,109,,,,
MISC,-,12,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,23352,,
QUERY_CODE,skip,-,1-5-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"カン
ゲン
ワン",,,,,
READING_MEANING_MEANING_ENG,bright,,,,,
READING_MEANING_MEANING_POL,"jasny
bystry
pogodny
świetlany",,,,,
END,睆,,,,,
,,,,,,
,,,,,,
BEGIN,牐,11746,,,,
CODE_POINT,ucs,7250,,,,
CODE_POINT,jis212,1-42-51,,,,
RADICAL,classical,91,,,,
MISC,-,13,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,19869,,
QUERY_CODE,skip,-,1-4-9,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ソウ
ジョウ",いたがこい,,,,
READING_MEANING_MEANING_ENG,"sluice
flood gate
canal lock",,,,,
READING_MEANING_MEANING_POL,"śluza wodna
brama powodziowa
śluza kanałowa",,,,,
END,牐,,,,,
,,,,,,
,,,,,,
BEGIN,鴪,9881,,,,
CODE_POINT,ucs,9d2a,,,,
CODE_POINT,jis208,1-82-82,,,,
RADICAL,classical,196,,,,
MISC,-,16,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,nelson_n,-,-,6947,,
DICTIONARY_NUMBER,moro,12,0818,46820,,
QUERY_CODE,skip,-,1-5-11,,,
QUERY_CODE,sh_desc,-,11b5.5,,,
QUERY_CODE,four_corner,-,3782.7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,イツ,,,,,
READING_MEANING_MEANING_ENG,"flying fast
swooping",,,,,
READING_MEANING_MEANING_POL,"szybki lot
szybkie latanie
nalot
spadać nagle
rzucanie się w dół",,,,,
END,鴪,,,,,
,,,,,,
,,,,,,
BEGIN,𪚲,12554,,,,
CODE_POINT,ucs,2A6B2,,,,
CODE_POINT,jis213,2-94-86,,,,
RADICAL,classical,213,,,,
MISC,-,21,,-,,-
MISC2,,false,,,,
QUERY_CODE,skip,-,1-4-11,,,
END,𪚲,,,,,
,,,,,,
,,,,,,
BEGIN,響,1500,,,,
CODE_POINT,ucs,97ff,,,,
CODE_POINT,jis208,1-22-33,,,,
RADICAL,classical,180,,,,
MISC,8,20,"jis212|1-21-27
jis213|1-93-86
nelson_c|5116",502,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,5114,,
DICTIONARY_NUMBER,nelson_n,-,-,6610,,
DICTIONARY_NUMBER,halpern_njecd,-,-,2878,,
DICTIONARY_NUMBER,halpern_kkd,-,-,3573,,
DICTIONARY_NUMBER,halpern_kkld,-,-,1840,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,2504,,
DICTIONARY_NUMBER,heisig,-,-,1850,,
DICTIONARY_NUMBER,heisig6,-,-,1994,,
DICTIONARY_NUMBER,gakken,-,-,647,,
DICTIONARY_NUMBER,oneill_names,-,-,2981,,
DICTIONARY_NUMBER,oneill_kk,-,-,1111,,
DICTIONARY_NUMBER,moro,12,0228,43318P,,
DICTIONARY_NUMBER,henshall,-,-,1171,,
DICTIONARY_NUMBER,sh_kk,-,-,856,,
DICTIONARY_NUMBER,sh_kk2,-,-,875,,
DICTIONARY_NUMBER,jf_cards,-,-,1896,,
DICTIONARY_NUMBER,tutt_cards,-,-,1936,,
DICTIONARY_NUMBER,kanji_in_context,-,-,1023,,
DICTIONARY_NUMBER,kodansha_compact,-,-,1881,,
DICTIONARY_NUMBER,maniette,-,-,1867,,
QUERY_CODE,skip,-,2-11-9,,,
QUERY_CODE,sh_desc,-,4c15.3,,,
QUERY_CODE,four_corner,-,2760.1,,,
QUERY_CODE,deroo,-,2778,,,
QUERY_CODE,skip,stroke_count,2-10-9,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,キョウ,ひび.く,,,,
READING_MEANING_MEANING_ENG,"echo
sound
resound
ring
vibrate",,,,,
READING_MEANING_MEANING_POL,"echo
dźwięk
dudnienie
drganie
wibrowanie",,,,,
END,響,,,,,
,,,,,,
,,,,,,
BEGIN,汊,11229,,,,
CODE_POINT,ucs,6c4a,,,,
CODE_POINT,jis212,1-38-56,,,,
RADICAL,classical,85,,,,
MISC,-,6,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,17115,,
QUERY_CODE,skip,-,1-3-3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"サ
シャ",,,,,
READING_MEANING_MEANING_ENG,branching stream,,,,,
READING_MEANING_MEANING_POL,rozgałęziający się strumień,,,,,
END,汊,,,,,
,,,,,,
,,,,,,
BEGIN,仄,2823,,,,
CODE_POINT,ucs,4ec4,,,,
CODE_POINT,jis208,1-48-28,,,,
RADICAL,classical,9,,,,
RADICAL,nelson_c,27,,,,
MISC,-,4,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,815,,
DICTIONARY_NUMBER,nelson_n,-,-,107,,
DICTIONARY_NUMBER,halpern_njecd,-,-,2946,,
DICTIONARY_NUMBER,halpern_kkd,-,-,3664,,
DICTIONARY_NUMBER,heisig,-,-,2153,,
DICTIONARY_NUMBER,heisig6,-,-,2276,,
DICTIONARY_NUMBER,moro,1,0584,352,,
QUERY_CODE,skip,-,3-2-2,,,
QUERY_CODE,sh_desc,-,2p2.1,,,
QUERY_CODE,four_corner,-,7128.0,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,ソク,"ほの.か
ほの-
ほの.めかす
ほの.めく
かたむ.く",,,,
READING_MEANING_MEANING_ENG,"be seen dimly
suggest
intimate
faint
stupid
hint",,,,,
READING_MEANING_MEANING_POL,"wyglądać blado
sugestia
sugerowanie
intymny
bliski
aluzja
słaby
głupi
tępy
wskazówka",,,,,
END,仄,,,,,
,,,,,,
,,,,,,
BEGIN,皚,11503,,,,
CODE_POINT,ucs,769a,,,,
CODE_POINT,jis208,1-66-13,,,,
RADICAL,classical,106,,,,
MISC,-,15,jis212|1-19-04,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,nelson_c,-,-,3107,,
DICTIONARY_NUMBER,nelson_n,-,-,3877,,
DICTIONARY_NUMBER,moro,8,0089,22765,,
QUERY_CODE,skip,-,1-5-10,,,
QUERY_CODE,sh_desc,-,4c11.4,,,
QUERY_CODE,four_corner,-,2261.8,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ガイ
ギ
ゲ
カイ","しろ.い
さむ.い",,,,
READING_MEANING_MEANING_ENG,white,,,,,
READING_MEANING_MEANING_POL,biały,,,,,
END,皚,,,,,
,,,,,,
,,,,,,
BEGIN,杍,12886,,,,
CODE_POINT,ucs,674D,,,,
CODE_POINT,jis213,2-14-31,,,,
RADICAL,classical,75,,,,
MISC,-,7,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,14458,,
QUERY_CODE,skip,-,1-4-3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,,,,,,
END,杍,,,,,
,,,,,,
,,,,,,
BEGIN,滬,6058,,,,
CODE_POINT,ucs,6eec,,,,
CODE_POINT,jis208,1-62-86,,,,
RADICAL,classical,85,,,,
MISC,-,14,jis212|1-50-63,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_n,-,-,3288,,
DICTIONARY_NUMBER,moro,7,0190,18072X,,
QUERY_CODE,skip,-,1-3-11,,,
QUERY_CODE,sh_desc,-,3a11.18,,,
QUERY_CODE,four_corner,-,3311.7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"コウ
コ",,,,,
READING_MEANING_MEANING_ENG,"weir
another name for Shanghai",,,,,
READING_MEANING_MEANING_POL,"jaz
tama
inna nazwa na Szanghaj",,,,,
END,滬,,,,,
,,,,,,
,,,,,,
BEGIN,葊,6141,,,,
CODE_POINT,ucs,844a,,,,
CODE_POINT,jis212,1-56-50,,,,
CODE_POINT,jis213,2-86-39,,,,
RADICAL,classical,140,,,,
MISC,-,12,"jis208|1-16-35
jis208|1-72-31",-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,31388,,
QUERY_CODE,skip,-,2-3-9,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,アン,"いおり
いお",,,,
READING_MEANING_MEANING_ENG,cottage,,,,,
READING_MEANING_MEANING_POL,"chata
domek",,,,,
END,葊,,,,,
,,,,,,
,,,,,,
BEGIN,凪,3342,,,,
CODE_POINT,ucs,51ea,,,,
CODE_POINT,jis208,1-38-68,,,,
RADICAL,classical,16,,,,
MISC,9,6,,-,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,657,,
DICTIONARY_NUMBER,nelson_n,-,-,437,,
DICTIONARY_NUMBER,halpern_kkd,-,-,3709,,
DICTIONARY_NUMBER,halpern_kkld,-,-,1898,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,2579,,
DICTIONARY_NUMBER,heisig,-,-,2140,,
DICTIONARY_NUMBER,heisig6,-,-,2266,,
DICTIONARY_NUMBER,moro,2,0168,1758,,
DICTIONARY_NUMBER,sh_kk,-,-,2027,,
QUERY_CODE,skip,-,3-2-4,,,
QUERY_CODE,sh_desc,-,2s4.3,,,
QUERY_CODE,four_corner,-,7721.0,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,,"なぎ
な.ぐ",,,,
READING_MEANING_MEANING_ENG,"lull
calm
(kokuji)",,,,,
READING_MEANING_MEANING_POL,"cisza
spokój
(kokuji)",,,,,
END,凪,,,,,
,,,,,,
,,,,,,
BEGIN,屻,7256,,,,
CODE_POINT,ucs,5c7b,,,,
CODE_POINT,jis212,1-27-06,,,,
RADICAL,classical,46,,,,
MISC,-,6,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,7894,,
QUERY_CODE,skip,-,1-3-3,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ジン
ニン",,,,,
END,屻,,,,,
,,,,,,
,,,,,,
BEGIN,哉,2152,,,,
CODE_POINT,ucs,54c9,,,,
CODE_POINT,jis208,1-26-40,,,,
RADICAL,classical,30,,,,
RADICAL,nelson_c,24,,,,
MISC,9,9,,-,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,777,,
DICTIONARY_NUMBER,nelson_n,-,-,779,,
DICTIONARY_NUMBER,halpern_njecd,-,-,3294,,
DICTIONARY_NUMBER,halpern_kkd,-,-,4084,,
DICTIONARY_NUMBER,halpern_kkld,-,-,2071,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,2807,,
DICTIONARY_NUMBER,heisig,-,-,2704,,
DICTIONARY_NUMBER,heisig6,-,-,2741,,
DICTIONARY_NUMBER,oneill_names,-,-,1006,,
DICTIONARY_NUMBER,oneill_kk,-,-,1940,,
DICTIONARY_NUMBER,moro,2,1008,3596,,
DICTIONARY_NUMBER,sh_kk,-,-,2037,,
QUERY_CODE,skip,-,3-6-3,,,
QUERY_CODE,sh_desc,-,4n5.4,,,
QUERY_CODE,four_corner,-,4365.0,,,
QUERY_CODE,skip,posn,4-9-4,,,
READING_MEANING_NANONI,"か
すけ
とし
ちか
はじめ",,,,,
READING_MEANING_READING,サイ,"かな
や",,,,
READING_MEANING_MEANING_ENG,"how
what
alas
question mark
exclamation mark",,,,,
READING_MEANING_MEANING_POL,"jak
niestety
pytajnik
znak zapytania
wykrzyknik",,,,,
END,哉,,,,,
,,,,,,
,,,,,,
BEGIN,饘,9552,,,,
CODE_POINT,ucs,9958,,,,
CODE_POINT,jis212,1-72-80,,,,
CODE_POINT,jis213,1-94-10,,,,
RADICAL,classical,184,,,,
MISC,-,22,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,44433,,
QUERY_CODE,skip,-,1-9-13,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,セン,かゆ,,,,
READING_MEANING_MEANING_ENG,gruel,,,,,
READING_MEANING_MEANING_POL,"kleik
kaszka
papka",,,,,
END,饘,,,,,
,,,,,,
,,,,,,
BEGIN,妙,2004,,,,
CODE_POINT,ucs,5999,,,,
CODE_POINT,jis208,1-44-15,,,,
RADICAL,classical,38,,,,
MISC,8,7,jis212|1-43-48,1122,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1199,,
DICTIONARY_NUMBER,nelson_n,-,-,1191,,
DICTIONARY_NUMBER,halpern_njecd,-,-,239,,
DICTIONARY_NUMBER,halpern_kkd,-,-,280,,
DICTIONARY_NUMBER,halpern_kkld,-,-,176,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,210,,
DICTIONARY_NUMBER,heisig,-,-,123,,
DICTIONARY_NUMBER,heisig6,-,-,130,,
DICTIONARY_NUMBER,gakken,-,-,1045,,
DICTIONARY_NUMBER,oneill_names,-,-,614,,
DICTIONARY_NUMBER,oneill_kk,-,-,1321,,
DICTIONARY_NUMBER,moro,3,0647,6090,,
DICTIONARY_NUMBER,henshall,-,-,1841,,
DICTIONARY_NUMBER,sh_kk,-,-,1154,,
DICTIONARY_NUMBER,sh_kk2,-,-,1209,,
DICTIONARY_NUMBER,jf_cards,-,-,1188,,
DICTIONARY_NUMBER,tutt_cards,-,-,1114,,
DICTIONARY_NUMBER,kanji_in_context,-,-,1150,,
DICTIONARY_NUMBER,kodansha_compact,-,-,437,,
DICTIONARY_NUMBER,maniette,-,-,124,,
QUERY_CODE,skip,-,1-3-4,,,
QUERY_CODE,sh_desc,-,3e4.5,,,
QUERY_CODE,four_corner,-,4942.0,,,
QUERY_CODE,deroo,-,1760,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ミョウ
ビョウ",たえ,,,,
READING_MEANING_MEANING_ENG,"exquisite
strange
queer
mystery
miracle
excellent
delicate
charming",,,,,
READING_MEANING_MEANING_POL,"znakomity
wyborny
wyśmienity
dziwny
dziwaczny
cudaczny
tajemnica
zagadka
cud
doskonały
delikatny
czarujący
uroczy",,,,,
END,妙,,,,,
,,,,,,
,,,,,,
BEGIN,惇,2660,,,,
CODE_POINT,ucs,60c7,,,,
CODE_POINT,jis208,1-38-55,,,,
RADICAL,classical,61,,,,
MISC,9,11,,2265,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_n,-,-,1887,,
DICTIONARY_NUMBER,halpern_njecd,-,-,486,,
DICTIONARY_NUMBER,halpern_kkd,-,-,588,,
DICTIONARY_NUMBER,halpern_kkld,-,-,357,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,444,,
DICTIONARY_NUMBER,heisig,-,-,2279,,
DICTIONARY_NUMBER,heisig6,-,-,2378,,
DICTIONARY_NUMBER,oneill_names,-,-,1288,,
DICTIONARY_NUMBER,moro,4,1078,10759,,
DICTIONARY_NUMBER,sh_kk,-,-,2075,,
QUERY_CODE,skip,-,1-3-8,,,
QUERY_CODE,sh_desc,-,4k7.12,,,
QUERY_CODE,four_corner,-,9004.7,,,
QUERY_CODE,skip,stroke_count,1-3-7,,,
READING_MEANING_NANONI,"あつし
あつ
まこと
とし
つとむ",,,,,
READING_MEANING_READING,"シュン
ジュン
トン",あつ.い,,,,
READING_MEANING_MEANING_ENG,"sincere
kind
considerate",,,,,
READING_MEANING_MEANING_POL,"szczery
miły
życzliwy
uprzejmy",,,,,
END,惇,,,,,
,,,,,,
,,,,,,
BEGIN,蜂,1275,,,,
CODE_POINT,ucs,8702,,,,
CODE_POINT,jis208,1-43-10,,,,
RADICAL,classical,142,,,,
MISC,8,13,jis212|1-59-90,2223,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,4150,,
DICTIONARY_NUMBER,nelson_n,-,-,5331,,
DICTIONARY_NUMBER,halpern_kkd,-,-,1728,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,1247,,
DICTIONARY_NUMBER,heisig,-,-,2687,,
DICTIONARY_NUMBER,heisig6,-,-,1684,,
DICTIONARY_NUMBER,oneill_names,-,-,1921,,
DICTIONARY_NUMBER,moro,10,0037,33088,,
DICTIONARY_NUMBER,sh_kk2,-,-,821,,
QUERY_CODE,skip,-,1-6-7,,,
QUERY_CODE,sh_desc,-,6d7.6,,,
QUERY_CODE,four_corner,-,5715.4,,,
READING_MEANING_NANONI,ほ,,,,,
READING_MEANING_READING,ホウ,はち,,,,
READING_MEANING_MEANING_ENG,"bee
wasp
hornet",,,,,
READING_MEANING_MEANING_POL,"pszczoła
osa
szerszeń",,,,,
END,蜂,,,,,
,,,,,,
,,,,,,
BEGIN,潙,11183,,,,
CODE_POINT,ucs,6f59,,,,
CODE_POINT,jis212,1-40-57,,,,
CODE_POINT,jis213,1-87-10,,,,
RADICAL,classical,85,,,,
MISC,-,15,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,18238,,
QUERY_CODE,skip,-,1-3-12,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"キ
イ",,,,,
READING_MEANING_MEANING_ENG,river in Shanxi,,,,,
READING_MEANING_MEANING_POL,rzeka w Shanxi,,,,,
END,潙,,,,,
,,,,,,
,,,,,,
BEGIN,厴,9910,,,,
CODE_POINT,ucs,53b4,,,,
CODE_POINT,jis212,1-20-49,,,,
CODE_POINT,jis213,2-03-56,,,,
RADICAL,classical,27,,,,
MISC,-,19,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,3051,,
QUERY_CODE,skip,-,3-2-17,,,
QUERY_CODE,sh_desc,-,2p17.1,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,エン,,,,,
READING_MEANING_MEANING_ENG,shell,,,,,
READING_MEANING_MEANING_POL,"muszla
skorupa
powłoka
łupina",,,,,
END,厴,,,,,
,,,,,,
,,,,,,
BEGIN,饞,9549,,,,
CODE_POINT,ucs,995e,,,,
CODE_POINT,jis212,1-72-84,,,,
RADICAL,classical,184,,,,
MISC,-,26,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,44479,,
QUERY_CODE,skip,-,1-9-17,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"サン
ゼン",むさぼ.る,,,,
READING_MEANING_MEANING_ENG,"gluttenous
greedy
lewd
lecher",,,,,
READING_MEANING_MEANING_POL,"żarłoczny
chciwy
zachłanny
łakomy
lubieżnik
sprośny
rozpustnik",,,,,
END,饞,,,,,
,,,,,,
,,,,,,
BEGIN,癄,8192,,,,
CODE_POINT,ucs,7644,,,,
CODE_POINT,jis212,1-46-07,,,,
RADICAL,classical,104,,,,
MISC,-,17,"jis208|1-56-62
jis212|1-26-12",-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,22507,,
QUERY_CODE,skip,-,3-5-12,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ショウ
ソウ","やつ.れる
やせ.る",,,,
END,癄,,,,,
,,,,,,
,,,,,,
BEGIN,梣,8109,,,,
CODE_POINT,ucs,68a3,,,,
CODE_POINT,jis212,1-35-84,,,,
CODE_POINT,jis213,1-85-70,,,,
RADICAL,classical,75,,,,
MISC,-,11,,-,,-
MISC2,,false,,,,
DICTIONARY_NUMBER,moro,-,-,14867,,
QUERY_CODE,skip,-,1-4-7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,シン,とねりこ,,,,
END,梣,,,,,
,,,,,,
,,,,,,
BEGIN,撥,2889,,,,
CODE_POINT,ucs,64a5,,,,
CODE_POINT,jis208,1-57-91,,,,
RADICAL,classical,64,,,,
MISC,-,15,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,2002,,
DICTIONARY_NUMBER,nelson_n,-,-,2283,,
DICTIONARY_NUMBER,halpern_njecd,-,-,734,,
DICTIONARY_NUMBER,halpern_kkd,-,-,907,,
DICTIONARY_NUMBER,moro,5,0387,12727,,
QUERY_CODE,skip,-,1-3-12,,,
QUERY_CODE,sh_desc,-,3c12.11,,,
QUERY_CODE,four_corner,-,5204.7,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"ハツ
バチ","は.ねる
おさ.める",,,,
READING_MEANING_MEANING_ENG,"brush up
reject
exclude
eliminate
bone plectrum",,,,,
READING_MEANING_MEANING_POL,"odświeżenie
odrzucanie
wykluczanie
eliminowanie
kostka do gry (na gitarze)",,,,,
END,撥,,,,,
,,,,,,
,,,,,,
BEGIN,帖,2535,,,,
CODE_POINT,ucs,5e16,,,,
CODE_POINT,jis208,1-36-01,,,,
RADICAL,classical,50,,,,
MISC,9,8,,2208,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,1473,,
DICTIONARY_NUMBER,nelson_n,-,-,1558,,
DICTIONARY_NUMBER,halpern_njecd,-,-,286,,
DICTIONARY_NUMBER,halpern_kkd,-,-,342,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,256,,
DICTIONARY_NUMBER,heisig,-,-,2231,,
DICTIONARY_NUMBER,heisig6,-,-,2338,,
DICTIONARY_NUMBER,oneill_names,-,-,563,,
DICTIONARY_NUMBER,moro,4,0420,8849,,
QUERY_CODE,skip,-,1-3-5,,,
QUERY_CODE,sh_desc,-,3f5.2,,,
QUERY_CODE,four_corner,-,4126.0,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,"チョウ
ジョウ",かきもの,,,,
READING_MEANING_MEANING_ENG,"quire (of paper)
bundle of seaweed
counter for screens
notebook",,,,,
READING_MEANING_MEANING_POL,"libra (miara papieru)
pęk wodorostów
klasyfikator na ekrany
notatnik",,,,,
END,帖,,,,,
,,,,,,
,,,,,,
BEGIN,松,345,,,,
CODE_POINT,ucs,677e,,,,
CODE_POINT,jis208,1-30-30,,,,
RADICAL,classical,75,,,,
MISC,4,8,"jis208|1-59-32
jis212|1-35-32
jis212|1-35-85",471,,1
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_c,-,-,2212,,
DICTIONARY_NUMBER,nelson_n,-,-,2592,,
DICTIONARY_NUMBER,halpern_njecd,-,-,864,,
DICTIONARY_NUMBER,halpern_kkd,-,-,1075,,
DICTIONARY_NUMBER,halpern_kkld,-,-,580,,
DICTIONARY_NUMBER,halpern_kkld_2ed,-,-,769,,
DICTIONARY_NUMBER,heisig,-,-,785,,
DICTIONARY_NUMBER,heisig6,-,-,848,,
DICTIONARY_NUMBER,gakken,-,-,215,,
DICTIONARY_NUMBER,oneill_names,-,-,869,,
DICTIONARY_NUMBER,oneill_kk,-,-,884,,
DICTIONARY_NUMBER,moro,6,0206,14516,,
DICTIONARY_NUMBER,henshall,-,-,1394,,
DICTIONARY_NUMBER,sh_kk,-,-,696,,
DICTIONARY_NUMBER,sh_kk2,-,-,709,,
DICTIONARY_NUMBER,jf_cards,-,-,1419,,
DICTIONARY_NUMBER,henshall3,-,-,536,,
DICTIONARY_NUMBER,tutt_cards,-,-,508,,
DICTIONARY_NUMBER,crowley,-,-,483,,
DICTIONARY_NUMBER,kanji_in_context,-,-,970,,
DICTIONARY_NUMBER,kodansha_compact,-,-,1075,,
DICTIONARY_NUMBER,maniette,-,-,793,,
QUERY_CODE,skip,-,1-4-4,,,
QUERY_CODE,sh_desc,-,4a4.16,,,
QUERY_CODE,four_corner,-,4893.2,,,
QUERY_CODE,deroo,-,1871,,,
READING_MEANING_NANONI,"おお
しょ
ま
まっ",,,,,
READING_MEANING_READING,ショウ,まつ,,,,
READING_MEANING_MEANING_ENG,pine tree,,,,,
READING_MEANING_MEANING_POL,sosna,,,,,
END,松,,,,,
,,,,,,
,,,,,,
BEGIN,鱇,3458,,,,
CODE_POINT,ucs,9c47,,,,
CODE_POINT,jis208,1-82-65,,,,
RADICAL,classical,195,,,,
MISC,-,22,,-,,-
MISC2,,true,,,,
DICTIONARY_NUMBER,nelson_n,-,-,6910,,
DICTIONARY_NUMBER,moro,12,0769,46468,,
QUERY_CODE,skip,-,1-11-11,,,
QUERY_CODE,sh_desc,-,11a11.6,,,
QUERY_CODE,four_corner,-,2033.2,,,
READING_MEANING_NANONI,,,,,,
READING_MEANING_READING,コウ,,,,,
READING_MEANING_MEANING_ENG,anglerfish,,,,,
READING_MEANING_MEANING_POL,"żabnicokształtne
nogopłetwe","rząd morskich ryb promieniopłetwych (Actinopterygii), charakteryzujących się wielką paszczą",,,,
END,鱇,,,,,
,,,,,,
,,,,,,
BEGIN,昴,3741,,,,
CODE_POINT,ucs,6634,,,,
